1 6.15234 100.0
2 6.15234 106.7
3 6.15234 100.0
4 6.15234 93.3
5 6.15234 100.0
6 6.15234 100.0
7 6.15234 100.0
8 6.15234 100.0
9 6.15234 100.0
10 6.15234 46.7
11 6.15234 100.0
12 6.15234 100.0
13 6.15234 100.0
14 6.15234 106.7
15 6.15234 100.0
16 6.15234 93.3
17 6.15234 100.0
18 6.15234 106.7
19 6.15234 100.0
20 6.15234 0.0
21 6.15234 100.0
22 6.15234 100.0
23 6.15234 100.0
24 6.15234 93.3
25 6.15234 100.0
26 6.15234 93.3
27 6.15234 93.3
28 6.15234 106.7
29 6.15234 93.3
30 6.15234 100.0
31 6.15234 100.0
32 6.15234 93.3
33 6.15234 93.8
34 6.15234 100.0
35 6.15234 100.0
36 6.15234 93.3
37 6.15234 100.0
38 6.15234 93.3
39 6.15234 93.3
40 6.15234 100.0
41 6.15234 93.3
42 6.15234 100.0
43 6.15234 0.0
44 6.15234 0.0
45 6.15234 93.3
46 6.15234 106.7
47 6.15234 73.3
48 6.15234 100.0
49 6.15234 93.3
50 6.15234 93.3
51 6.15234 93.3
52 6.15234 100.0
53 6.15234 100.0
54 6.15234 93.3
55 6.15234 100.0
56 6.15234 106.7
57 6.15234 100.0
58 6.15234 20.0
59 6.15234 93.3
60 6.15234 86.7
61 6.15234 106.7
62 6.15234 100.0
63 6.15234 100.0
64 6.15234 93.3
65 6.15234 93.3
66 6.15234 93.3
67 6.15234 100.0
68 6.15234 50.0
69 6.15234 0.0
70 6.15234 20.0
71 6.15234 0.0
72 6.15234 20.0
73 6.15234 0.0
74 6.15234 93.3
75 6.15234 93.3
76 6.15234 100.0
77 6.15234 100.0
78 6.15234 100.0
79 6.15234 86.7
80 6.15234 80.0
81 6.15234 87.5
82 6.15234 100.0
83 6.15234 93.3
84 6.15234 93.3
85 6.15234 93.3
86 6.15234 100.0
87 6.15234 100.0
88 6.15234 100.0
89 6.15234 93.8
90 6.15234 100.0
91 6.15234 100.0
92 6.15234 93.3
93 6.15234 93.3
94 6.15234 100.0
95 6.15234 100.0
96 6.15234 100.0
97 6.15234 100.0
98 6.15234 100.0
