99 6.15234 93.3
100 6.15234 100.0
101 6.15234 100.0
102 6.15234 100.0
103 6.15234 93.8
104 6.15234 100.0
105 6.15234 100.0
106 6.15234 106.7
107 6.15234 86.7
108 6.15234 106.7
109 6.15234 100.0
110 6.15234 93.3
111 6.15234 93.3
112 6.15234 106.7
113 6.15234 100.0
114 6.15234 100.0
115 6.15234 93.3
116 6.15234 100.0
117 6.15234 93.3
118 6.15234 100.0
119 6.15234 93.3
120 6.15234 93.3
121 6.15234 93.3
122 6.15234 100.0
123 6.15234 93.3
124 6.15234 100.0
125 6.15234 100.0
126 6.15234 100.0
127 6.15234 100.0
128 6.15234 100.0
129 6.15234 100.0
130 6.15234 60.0
131 6.15234 100.0
132 6.15234 100.0
133 6.15234 93.3
134 6.15234 100.0
135 6.15234 93.3
136 6.15234 100.0
137 6.15234 100.0
138 6.15234 60.0
139 6.15234 93.3
140 6.15234 100.0
141 6.15234 53.3
142 6.15234 93.3
143 6.15234 100.0
144 6.15234 93.3
145 6.15234 100.0
146 6.15234 100.0
147 6.15234 0.0
148 6.15234 100.0
149 6.15234 93.3
150 6.15234 100.0
151 6.15234 93.3
152 6.15234 100.0
153 6.15234 93.3
154 6.15234 93.3
155 6.15234 100.0
156 6.15234 100.0
157 6.15234 93.3
158 6.15234 93.3
159 6.15234 100.0
160 6.15234 100.0
161 6.15234 100.0
162 6.15234 100.0
163 6.15234 86.7
164 6.15234 100.0
165 6.15234 100.0
166 6.15234 100.0
167 6.15234 93.3
168 6.15234 0.0
169 6.15234 53.3
170 6.15234 0.0
171 6.15234 100.0
172 6.15234 93.3
173 6.15234 20.0
174 6.15234 93.3
175 6.15234 80.0
176 6.15234 0.0
177 6.15234 100.0
178 6.15234 100.0
179 6.15234 87.5
180 6.15234 100.0
181 6.15234 93.3
182 6.15234 93.3
183 6.15234 106.7
184 6.15234 93.3
185 6.15234 100.0
186 6.15234 75.0
187 6.15234 0.0
188 6.15234 12.5
189 6.15234 106.7
190 6.15234 93.3
191 6.15234 100.0
192 6.15234 100.0
193 6.15234 106.7
194 6.15234 93.3
195 6.15234 93.3
196 6.15234 93.8
197 6.15234 93.3
198 6.15234 106.7
199 6.15234 93.3
200 6.15234 93.3
201 6.15234 100.0
202 6.15234 93.8
203 6.15234 100.0
204 6.15234 93.3
205 6.15234 100.0
206 6.15234 100.0
207 6.15234 100.0
208 6.15234 100.0
209 6.15234 93.3
210 6.15234 93.3
211 6.15234 93.3
212 6.15234 100.0
213 6.15234 106.7
214 6.15234 93.3
215 6.15234 100.0
216 6.15234 81.2
217 6.15234 106.7
218 6.15234 93.3
219 6.15234 93.3
220 6.15234 93.3
221 6.15234 100.0
222 6.15234 100.0
223 6.15234 100.0
224 6.15234 80.0
225 6.15234 93.3
226 6.15234 100.0
227 6.15234 100.0
228 6.15234 100.0
229 6.15234 0.0
230 6.15234 0.0
231 6.15234 0.0
232 6.15234 0.0
233 6.15234 0.0
234 6.15234 0.0
235 6.15234 0.0
236 6.15234 0.0
237 6.15234 0.0
238 6.15234 0.0
239 6.15234 0.0
240 6.15234 0.0
241 6.15234 0.0
242 6.15234 0.0
243 6.15234 0.0
244 6.15234 0.0
245 6.15234 0.0
246 6.15234 0.0
247 6.15234 0.0
248 6.15234 0.0
249 6.15234 0.0
250 6.15234 0.0
251 6.15234 0.0
252 6.15234 0.0
253 6.15234 0.0
254 6.15234 0.0
255 6.15234 0.0
256 6.15234 0.0
